Anime_id,Title,Genre,Synopsis,Type,Producer,Studio,Rating
2608,Wangan Midnight,"['Action', 'Cars', 'Seinen', 'Sports']","Based on a seinen manga by Kusunoki Michiharu serialised in Young Magazine.  
 
The story gets its roots from the actual street racing that occurs on Tokyo's Shuto Expressway, one stretch of which is known as the ""Wangan"", literally meaning ""bay side"" (although it is generally used to refer to the freeway), the longest, straightest road in the entire country. Of course, there's also lots of traffic to contend with, including a fair number of heavy trucks. Because of this, the action is inherently hazardous, and wrecks are common. Blown engines are also a frequent hazard, especially with the extreme-high power engines.  
 
One day, Akio Asakura, a third year high school student, is driving his Fairlady Z (Z31) and is challenged by Tatsuya Shima, a doctor, in his black Porsche 964 Turbo (nicknamed the ""BlackBird""). With a friend in the passenger seat and two girls in the back, Akio pitifully tries to win, but is defeated. Determined to become faster, he goes to the junkyard to buy parts for his car, when he sees a pristine, unscratched midnight blue Fairlady Z (S30) in the junkyard. Intrigued as to why such a machine is about to be junked, he buys it. He soon finds that the car is unnaturally fast due to a tuned L28 engine, bored and stroked to 3.1 liters combined with twin turbos, which produces 620bhp. He also finds that all of the car's previous owners had unfortunate accidents in it, starting with the first owner's death. The manga follows Akio's various encounters, though the central plot revolves around his constant battle with the BlackBird for superiority.  
 
(Source: AniDB) ",TV,['OB Planning'],['A.C.G.T.'],7.51
2612,Spoon Oba-san,"['Kids', 'Magic']","An older woman wears a small spoon around her neck but every now and then, she shrinks to the size of a mouse because of the spoon. She sees the world then from a completely different perspective and has all kind of strange adventures together with Wendy, the mouse and many others. 
 
(Source: ANN)",TV,['Gakken'],['Studio Pierrot'],6.78
2618,Takarajima,"['Adventure', 'Mystery', 'Historical', 'Drama']","Jim Hawkins is a young boy lead by progressive events to embark on a search journey for the legendary treasure of the once dreaded pirate, Captain Flint. On their way to Treasure Island, John Silver, Jim's best friend, take over command of the ship revealing his true self as the ruthless pirate who once was the right hand of Flint himself. Feeling betrayed, Jim now has to deal with his mixed feelings and face Silver who still consider himself and Jim as friends.  
 
(Source: ANN)",TV,['Tokyo Movie Shinsha'],"['Madhouse', 'TMS Entertainment']",8.09
2619,Spider Riders: Oracle no Yuusha-tachi,"['Action', 'Adventure', 'Mecha']","In this Earth, there exists unknown underground world, the Inner World. In the world, there are braves who fight with large spiders, and they are called “Spider Riders”.  
 
According to his grandfather’s diary, a boy, Hunter Steel is traveling around. Meanwhile he happens to enter the Inner World from a pyramid. There, the war between the insect squad that aims at conquest of the Inner World and Spider Riders continues.  
 
Oracle, the fairly of the Inner World, summons Hunter because he thinks Hunter will be the messiah of the world. However, the powers of Oracle are sealed by Mantid who is the rule of the Insecter. For the peace of the Inner World, he has to find four sealed keys of Oracle to retrieve Oracle’s power.  
 
Hunter asks Spider Shadow, which is a big spider chosen by Oracle, to become a member of Spider Riders to fight against enemies.  
 
(Source: AnimeNfo) ",TV,"['TV Tokyo', 'Yomiko Advertising', 'YTV']","['Bee Train', 'Cookie Jar Entertainment']",6.71
2622,Big Wars: Kami Utsu Akaki Kouya ni,"['Action', 'Military', 'Sci-Fi', 'Space']","It is the dawn of the 21st century. Mankind has terraformed and colonized Mars. But we are not alone in the universe. An ancient race of alien beings, known only as ""The Gods,"" has been watching mankind's progress ...and waiting. Now, these mysterious aliens have returned to halt mankind's expansion into space ...by force. 
 
Now, the planet named after the God of War will become our final battlefield, as mankind fights a desperate battle with the latest in high-tech, military hardware: hyper-advanced aircraft, orbital fighters, and gigantic, desert battleships brimming with the most advanced weaponry. 
 
But will it be enough? The aliens have awesome, incredibly destructive weapons at their disposal—including ""Hell""—an unstoppable stealth carrier. But the alien's primary weapon is insidiously quiet and invisible—a mind control plaque. Incurable. Inevitable. Contagious. Humans are powerless to resist its effects, which transforms even the most loyal soldiers into dangerous subversives. 
 
Our last hope lies with Captain Akuh and the crew of the Battleship Aoba. If his top-secret mission is successful, mankind will deal a decisive blow to the alien armada. But Akuh's girlfriend is showing signs of nymphomania—the first symptom of alien subversion! 
 
(Source: AnimeNfo)",OVA,['Tokuma Japan'],['Magic Bus'],5.57
2623,Flanders no Inu (Movie),"['Drama', 'Historical']","Set in 19th-century Belgium, this classic tale, based on the Flemish novel by Oui'da, celebrates the affectionate bond between an innocent boy and his faithful dog. The stunning animation, a masterful combination of traditional and computer-aided animation, captures the natural splendor of the Flanders countryside and recreates the spirit of this classic story that has captivated audiences world wide for more than 130 years. In fact, the popularity of The Dog Of Flanders led the local Belgian government of Flanders to dedicate a statue to Nello and Patrash in 1985, immortalizing their devotion to each other.  
 
(Source: AniDB)",Movie,"['Shochiku', 'Fuji TV', 'Pioneer LDC']",['Nippon Animation'],8.01
2624,"Flanders no Inu, Boku no Patrasche","['Drama', 'Historical']","A boy named Nello becomes an orphan at the age of two when his mother dies.  His grandfather, who lives in a small village takes him in. One day, Nello finds a dog who was almost beaten to death and named him Patrasche. Due to the good care of his grandfather, the dog recovers, and from then on, Nello and Patrasche are inseparable. Since they are very poor, Nello has to help his grandfather by selling milk. Patrasche helps him pull the milk cart that Nello uses to sell milk in the town. 
 
(Source: Wikipedia)",TV,['Tokyo Movie Shinsha'],['TMS Entertainment'],7.26
2648,Doraemon: 2112-nen Doraemon Tanjou,"['Kids', 'Fantasy', 'Comedy']","The movie is sort of a prequel to the entire series, it showed the life of Doraemon before traveling to the 20th century: How he was made, how he was partially broken, how he lost his ears, how he met the Nobi family and decides to return to the past to help Nobita.",Movie,['TV Asahi'],['Shin-Ei Animation'],7.36
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']","Doraemon created a hideout for everyone in an underground cave and Suneo got lost. Everyone came back out except Suneo. After finding out that he was lost the entrance was broken. They have to find another entrance to the caves and end up in a dinosaur world. Vanho , a soldier rescued them and said that he found Suneo. When they found Suneo they found out about Vanho's people's plans. Their plan it to study Doraemon's group as human specimens and take over Earth's suface . 
 
(Source: ANN)",Movie,"['TV Asahi', 'Asatsu DK']",['Shin-Ei Animation'],7.19
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']","Nobita is trying to prove that the Monkey King exists so they went back to the time Sanzo began his pilgrimage. Doraemon used a virtual video game console and let Nobita play ""Journey to The West"" to give Nobita clothes that the Monkey King wears. Nobita messed up on prooving Monkey king exists. When Nobita and his friends played ""Journey to The West"" and they finished the game without fighting any demons. Later, they found out thier world is ruled by demons. The problem is that Doraemon left the game console open in the past without closing it and demons started to appear to invade the world. Doraemon and the others now have to go back into the past to vanquish the demons. 
 
(Source: ANN)",Movie,['TV Asahi'],['Shin-Ei Animation'],7.33
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']","Nobita has been having a weird dream about a boy named Roppel and his strange companion Chami traveling in space. By a twist of fate, he met them in person where it turns out that they are real and that they were being pursued in space, causing their space vehicle to malfunction, connecting the space vehicle itself with Nobita's room. They journeyed to Roppel's planet and amidst their enjoyment, Nobita and Doraemon pledged to help Roppel's planet free from their oppressors.  
 
(Source: ANN) ",Movie,['TV Asahi'],['Shin-Ei Animation'],7.19
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"['Adventure', 'Comedy', 'Fantasy']","Nobita requests of Doraemon the Moshimo-box and wishes for the world to become a place where the use of magic is possible. Witchcraft replaces science and technology and everyone makes use of it on their daily lives, except for Nobita, who, like usual, isn't very good at conjuring spells. Frustrated, he plans on returning things to their past state, but his mother threw the Moshimo-box away.  
 
One day, Doraemon and his friends meet Professor Mangetsu, who studies magic and magical beings such as goblins, and his daughter Miyoko, and are warned of the dangerous approximation of the ""star of the Underworld"" to the Earth's orbit.  
 
With the future of the planet at stake, the group must travel to the Underworld and pierce the heart of the Underworld King with a silver dart, as detailed in the ancient texts of ""The Chronicles of the Underworld"". Their attempts are, however, thwarted and Miyoko captured.  
 
Doraemon and his friends then decided to use the Time Machine to return to the past and, using Dorami's Moshimo-box, they manage to restore the Earth. The events on the Underworld continue, however, to take place in a Parallel Universe, where Miyoko is still captive. As a result, the group is once again forced to travel to the Underworld and defeat its tyrannical ruler once and for all.  
 
(Source: AniDB)",Movie,['TV Asahi'],['Shin-Ei Animation'],7.64
2685,Tsubasa: Tokyo Revelations,"['Action', 'Adventure', 'Drama', 'Romance', 'Fantasy', 'Shounen']","Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever. 
 
A shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again.",OVA,['Kodansha'],['Production I.G'],8.4
2687,Gokuu no Daibouken,"['Comedy', 'Fantasy']","In this film, because of complaints from children that Goku is depicted as too much of an eager student, he is instead portrayed as a very naughty modern boy. It then received so many complaints from the PTA about its bad language that it was forced out of the show after all. 
 
(Source: Official Site)",TV,['Fuji TV'],['Mushi Production'],6.49
2688,Akai Koudan Zillion,"['Action', 'Military', 'Sci-Fi', 'Adventure']","The story takes place on the planet Maris in the year 2387. Around this time, the Nozas started to genocidally kill all humans in order to lay eggs and reproduce on the planet. Three mysterious guns dubbed the ""Zillion Weapon System"" appear and three teens (JJ, Champ, and Apple) are chosen to wield them as the White Knights in order to fight back against the Nozas. 
 
(Source: Wikipedia)",TV,['Victor Entertainment'],['Production I.G'],6.75
2694,Hidamari no Ki,"['Drama', 'Historical']","A story set in the mid-1800's about a young doctor who has been trained in Western-style medicine and a young samurai who is trying to live up to the old traditions of his class and culture. The story is actually based upon real people - the doctor, Ryo-an, was Tezuka's great grandfather. 
 
During the Second Year of Ansei (1855) in Edo's Koishigawa are two young men, Manjiro Ibutani and Ryoan Tezuka. Ibutani is a low-ranking samurai who is a gifted swordsman and has a straightforward and strong sense of justice. Tezuka has a more carefree attitude. He has an eye for the ladies, but he is passionate about becoming a doctor. The two opposite characters come of age during the backdrop of the turbulent end of the Tokugawa Period (1600-1868 CE). 
 
(Source: AnimeNfo) ",TV,"['VAP', 'Nippon Television Network']",['Madhouse'],6.13
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']","U.C. 0083 - Three years after the end of the catastrophic One Year War, peace on Earth and the colonies is shattered by the presence of the Delaz Fleet, a rogue Zeon military group loyal to the ideals of the late dictator Gihren Zabi. Delaz Fleet`s ace pilot Anavel Gato, once hailed as ""The Nightmare of Solomon"", infiltrates the Federation`s Torrington base in Australia and steals the nuclear-armed Gundam GP02A ""Physalis"" prototype. Rookie pilot Kou Uraki - with the aid of Anaheim Electronics engineer Nina Purpleton and the crew of the carrier Albion - pilots the Gundam GP01 ""Zephyranthes"" prototype in an attempt to recover the stolen Gundam unit and prevent another war from breaking out.  
 
(Source: AniDB)",Movie,"['Bandai Visual', 'Sotsu']",['Sunrise'],6.83
2696,Crusher Joe OVA,"['Action', 'Sci-Fi', 'Adventure']","The galaxy is a strange and dangerous place, and there are times when even the United Space Force can`t help. That`s where the Crushers come in - skilled troubleshooters who will deal with any problem, large or small, for a fee (large only!) And there is no better Crusher than Crusher Joe! 
 
(Source: AniDB)",OVA,['Studio Nue'],['Sunrise'],6.65
2697,Hi-Speed Jecy,"['Action', 'Sci-Fi']","Jecy is a young man on a quest for revenge; he lost his parents to the hands of the organized crime syndicate called the Bismark House - a group on a hunt to acquire a product called ‘lyzorium' at any cost.  With incredible abilities such as increased speed and agility, Jecy travels through space with a girl named Tiana; Fork Green, a priest of the Heartland religion who kills criminals slowly to send them to heaven; and a living ship called Paolon. However, Jecy's revenge won't come easily - a woman named Jera, her bloodthirsty little brother Cross and a number of other adversaries stand in their way! 
 
(Source: Anime-Planet)",OVA,['VAP'],['Studio Pierrot'],6.24
2698,Sanctuary,"['Action', 'Police', 'Thriller', 'Drama', 'Seinen']","Two Japanese survivors of the Khmer Rouge massacres in Cambodia vow to find a sanctuary, even if they have to build it themselves. Returning to Japan, they take seemingly opposite paths: one becomes a politician, the other a gangster. 
 
As Asami and Houjou work through the linked worlds of politics and crime in modern Japan, they don't hesitate to do anything necessary to secure their own positions and stay true to their vow. Loyal to no one else, they find their friendship increasingly tested as they rise in their chosen fields. 
 
(Source: ANN)",OVA,"['VAP', 'Toho']",['Pastel'],6.4
2699,Uchuu Kaizoku Mito no Daibouken,"['Action', 'Comedy', 'Sci-Fi']","Mito isn't just another space pirate, she's a three foot tall childlike alien with enough guts to outshine a supernova. She's known as the galaxy's most dangerous pirate, a wanted criminal who destroys a dozen police space cruisers every day before breakfast. But all she really wants is to be called ""Mom."" 
 
(Source: ANN)",TV,['Bandai Visual'],"['Genco', 'Triangle Staff']",6.55
2703,Chousoku Spinner,"['Sports', 'Shounen']","Shunichi Domoto is a talented, sportive 5th grade boy who is used to help sport teams in his school. He enters a Yoyo duel against a bully boy called Benkei to help his friend, Beso, to get back his Yoyo which was stolen by the bully. He beat him, but after that, he meets the exceptionally gifted Yoyoer, Seito Hojoin, who beat him while he ridiculed the Yoyo game. So, Shunichi enters Japan's Yoyo championship to get his revenge from his loss with Seito. Throughout this Championship, he learns new Yoyoing Skills and meets powerful rivals. 
 
(Source: ANN)",TV,['Shogakukan Productions'],['Xebec'],6.8
2704,Kaiketsu Jouki Tanteidan,"['Action', 'Mecha', 'Mystery', 'Police']","The scene is Steam City, a London-ish city which represents an entire civilization run by coal and steam power. Because of steam, the city is sometimes covered in a mist. Villains take advantage of the steamy mist to hide and execute their evil plans. Only a few dare venture into what's beyond the steamy mist. They are known as the Steam Detectives: Narutaki (and his convertible all-purpose pistol), his nurse-assistant Lingling, and his Megamaton robot Gohliki. 
  
(Source: ANN)",TV,['Studio Tron'],['Xebec'],6.75
2715,Totsuzen! Neko no Kuni Banipal Witt,['Adventure'],"Fifth-grader, Toriyasu, and his little sister, Meeko, have a dog named Papadoll who has been missing for the past week. One night, two cats take the two children to the distant cat land of Banipal Witt, where Papadoll was abducted. Because of his long exposure to Banipal Witt's sun, Papadoll mutated into a giant dog monster, terrorizing the city under the control of the evil Princess Buburina, who has the curse of turning anyone she touches into balloons. Toriyasu, Meeko, and the cats have until the next sunrise to turn Papadoll and the ballooned citizens of Banipal Witt back to normal and return to their home planet—or end up with the same fate as their dog. 
 
(Source: AniDB)",Movie,"['Pioneer LDC', 'AC Create']",['Studio Hibari'],6.92
2716,Urayasu Tekkin Kazoku,"['Comedy', 'Shounen']","Join the madcap adventures of the Osawagi family. Little Kotetsu, arguably the most energetic boy in the town of Urayasu, is always getting into mischief with his band of quirky friends. Features unique, well-drawn characters and fast-paced action and humor. 
 
(Source: TBS)",TV,['TBS'],['Studio Deen'],7.13
2719,MapleStory,"['Action', 'Kids', 'Fantasy', 'Comedy', 'Romance']","Ten years ago, the World Tree that protected peace and order of the world was being targeted by an evil organization called the Zakum. The Human race led four other races: the brave warriors, the intelligent magicians, the agile archers and the sly thieves in a fight against the Zakums. In the end, the World Tree activated self-destruction to protect itself. However, the other races thought it was the Human race that destroyed the World Tree. When the World Tree was destroyed most of the races had nothing left, so a number of them went to Maple Island thinking the ones who stayed would die. They escaped Victoria and lived on Maple Island where living is getting harder and harder. Since then, a never-ending war between the different races began. 
 
Ten years later, the main protagonist, Al, is determined to revive the World Tree. Al and his companions begin their journey to seek the seeds of the World Tree. At the same time, the Zakums reappear… 
 
(Source: Wikipedia)",TV,"['TV Tokyo', 'Dentsu', 'Nexon']",['Madhouse'],5.47
2722,Crusher Joe,"['Action', 'Sci-Fi', 'Adventure', 'Space']","Crushers: intergalactic Jacks-of-All-Trades who will take on any assignment for the right price. Crusher Joe heads a small team of these outer space troubleshooters that includes the cyborg Talos, the beautiful Alfin, and the obligatory kid sidekick Ricky. A routine assignment escorting a cryogenically frozen heiress to a medical facility goes awry when the girl goes missing and Joe and his team are left holding the bag. It seems space pirates are trying to play the Crushers for patsies, but Joe doesn’t take kindly to the setup and tracks the pirates to their home world. The four heroes not only have to rescue their human cargo but take down the pirates in the process, which involves a heck of a lot of space dogfights, explosions, and good old-fashioned hand-to-hand combat.  
 
(Source: AniDB)",Movie,['Studio Nue'],['Sunrise'],6.93
2723,D4 Princess,"['Action', 'Sci-Fi', 'Comedy', 'Magic', 'Mecha']","Doris Ruridou is young princess who had just entered Teito Academy. She is also a Panzer, a person with special abilities and fights with a weapon called a ""tool"". Shortly after entering, her older sister shows up to teach her how to fight as a Panzer against other Panzers who challenge her. 
 
(Source: ANN)",TV,['Pony Canyon'],['Daume'],6.11
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"['Comedy', 'Magic', 'Parody', 'Police', 'Sci-Fi', 'Shounen', 'Space']","On a sunny day, Mihoshi Kuramitsu decides to take a peaceful nap while everyone else does chores. Sick of Mihoshi's laziness, Aeka Jurai Masaki questions her capability as a Galaxy Police Officer. Her pride wounded, Mihoshi decides to prove that she is a skilled first class detective by telling the story of how she and her partner, Kiyone Makibi, put a stop to a series of thefts involving Ultra Energy Matter.  
 
To make it more fun, Mihoshi inserts Tenchi Masaki and the others into her story. However, her fantastical tale may just demonstrate her lack of a grip on reality rather than showcase her accomplishment as a talented officer. 
 
[Written by MAL Rewrite]",OVA,['Pioneer LDC'],['AIC'],6.9
2727,Sweet Valerian,"['Action', 'Comedy', 'Magic', 'School', 'Shoujo']","The Stress Team floats over the city, locating stressed out people and transforming them into monsters. To combat this, three girls reluctantly transform into the Sweet Valerians, bunny defenders of justice. 
 
(Source: ANN)",TV,['Aniplex'],['Madhouse'],5.82
2730,1+2=Paradise,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Seinen']","When Yuusuke awakens from a nightmare in which a demon warns him that women will be his downfall, he discovers that real life isn’t any better! Having a gynaecologist as a father, the poor boy is under pressure to overcome his irrational fear of women, and feisty twin sisters Yuka and Rika are on hand to give a helping hand. Using any method they can think of to seduce the red-faced boy, the racy competition soon heats up as busty Barako bounces onto the scene with an equal determination to seduce Yuusuke. Which of the horny heroines will win his heart, and more importantly, will he survive a non-stop onslaught of naked breasts, panties and bondage? 
 
(Source: anime-planet)",OVA,['Agent 21'],['J.C.Staff'],5.15
2733,MiniPato,['Parody'],"Unlike most shows the three episodes are not only totally unrelated to each other but really don't follow a plot as such and are more a light hearted jibe at both the Patlabor series (TV and films) and other ""mecha"" Anime. Episode 1 is a brief introduction to the weaponry carried by the Ingram and how it was designed and why it is the way it is. Episode 2 looks at the design and maintenance of the Ingram 98 AV in SVU2 and takes a swipe at the marketing forces behind them (as in merchandising for the series). Episode 3 is the only one to attempt to expand on a very minor point raised in the original TV show and just how SVU2 is actually funded. 
 
(Source: ANN)",Movie,"['Bandai Visual', 'Tohokushinsha Film Corporation']",['Production I.G'],6.59
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,"['Action', 'Mecha']","Koji is on holiday when the 7 generals from Mikene attacks the world, under the leadership of the general of darkness.How will Koji be able to stop them... 
 
(Source: AniDB)",OVA,"['Bee Media', 'Dynamic Planning']",['Brain&#039;s Base'],7.3
2735,Mugen Senki Portriss,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","In a raving world, legendary knights stood up. Will they become gods of war or world saviors? Three Portriss Knights and sole human boy are now going to change the World! 
 
Portriss Planet, home of where robots live in peace. However, this peacefulness was ruined by the sudden appearance of a Dictator ""Dark Portriss"". Dark Portriss plans to attain infinite powers through the use of the ""Space-time destroying Cannon"". The only ones able to stop this are the Portriss Knights! A boy, Yuuma, accidentally got into the Portriss World, and the Portrisses` adventure begins! 
 
(Source: AniDB)",TV,"['TV Tokyo', 'Bandai Visual']","['Sunrise', 'Dongwoo A&amp;E']",5.48
2736,Mojakou,"['Comedy', 'Fantasy', 'Sci-Fi']","Sorao is an ordinary student who lives an ordinary everyday life of a typical kid, accidentally makes friends with two aliens stranded here on Earth. His life changes as he decides to help them find a way to get home. When they do reach the aliens' homeworld, Sorao along with Miki, discovered a blood feud between two different tribes. Things gone awry as the tribes' representatives try to out do one another in search of the missing treasure of the past with the help of an uncovered clue. 
 
(Source: ANN)",TV,"['TV Tokyo', 'Shogakukan Productions', 'SoftX', 'Studio Jack']",['OLM'],7.29
2737,Kouryuu no Mimi: Mina no Shou,"['Action', 'Super Power', 'Drama']","Based on the manga by Inoue Noriyoshi, which has also had a Super Famicom game spinoff. 
 
Natsume Kiroemon, the protagonist, was the 45th leader of the Natsume family, and inherit the ""Kiryuu no Mimi "", a tool which gave its bearer easy access to wealth and women. As a result of his father's death, he left the Italian monastery where he'd been training and rightfully took the name ""Natsume Kiroemon"" as well as the power of the Kiryuu no Mimi. Upon his return to Japan, he fell fatally in love with Kanako, one of the members of the rival Mina family. However, the evil hand of the Mina family attacked Natsume constantly and abducted Kanako. Now Natsume has unlocked the seal, making the Kiryuu's power surge, and he's striking back at the Mina family. 
 
(Source: AniDB)",OVA,['VAP'],['OLM'],5.17
2738,Kasumin 3rd Season,"['Kids', 'Fantasy']","Kasumi Haruno is a fourth grade student. She came to Kasumi Town to see off her zoologist parents on their trip to Africa to do research. In the center of the town, surrounded by forest, is the large mansion belonging to the Kasumi family where Kasumi will be staying from now on. 
 
Kasumi passes through the mansion's gate right away, but a strange atmosphere emanates from somewhere in the Kasumi Forest. When he finally makes it to the mansion, there are talking appliances! It would seem that members of the Kasumi family were youkai called ""Henamon"". Kasumi never dreamed she would end up living with a family of Henamon. She is very busy doing the cooking, laundry, and cleaning in exchange for living there. Surrounded by mysterious companions, what will become of Kasumi's new life? 
 
(Source: AniDB)",TV,['NHK'],['OLM'],6.27
2741,Monkey Turn V,"['Action', 'Sports', 'Drama', 'Shounen']",Sequel to  Monkey Turn .,TV,['AIC'],['OLM'],6.56
2742,Omoikkiri Kagaku Adventure Sou Nanda!,"['Comedy', 'Kids', 'Sci-Fi']","After a soccer game one day, six kids are playing a cute RPG-looking video game at their homes. One of them scored the winning goal, one was the goal keeper who barely missed the ball, and the others were two groups of two who were rooting for their respective sides. Suddenly, when they defeat a boss, a strange thing pops up in front of them, and they're sucked into the game world! Tomoru (scorer), Mio, and Dai end up together with Professor Galileo, who tells them that he's the one that created this game that they`ve appeared in, called Eureka, but he inadvertently got sucked into it as well. In order to get back to their world, they need to clear missions that pop up in certain areas of the world. So when a mission appears, Tomoru and the gang make the professor take them along. 
 
When they get to area C-1, they find that not only do they have a mission, but they have a rival group! The rival professor has brought their rivals from the soccer game, Yukio, Suzuka, and Kouta, with him! Their mission, of course, is a scientific one. First the computer explains how lightning is formed, and then they have to figure out a way to stop the lightning to clear the mission! Tomoru and company manage to get it done, and get a Eureka Stone, letting them get back to their world! Except... the gateway back actually needs ten Eureka Stones total before it will open! Sounds like there's a lot of science to be learned and missions to be cleared before they can go home. 
 
(Source: Jascii.net)",TV,"['TV Tokyo', 'Geneon Universal Entertainment', 'Dentsu', 'WAO World', 'Future Planet']",['OLM'],5.64
2744,Potemayo,"['Comedy', 'School', 'Seinen']","Sunao Moriyama finds a strange but cute creature that he names Potemayo. Potemayo starts following him everywhere, usually riding on top of his head. His discovery becomes the center of attention in his class at school. Soon after, a similar creature appears, and is named Guchuko by one of Sunao's classmates. However, Guchuko doesn't seem to be as good-natured as Potemayo. 
 
(Source: ANN)",TV,['Lantis'],['J.C.Staff'],7.37
2746,Vexille: 2077 Nihon Sakoku,"['Action', 'Military', 'Sci-Fi']","In an alternate 21st century, the robotics industry undergoes a period of rapid advancement worldwide. By the year 2050, Japan has firmly established itself as the leader in robotic technology and manufacture with Daiwa Heavy Industries. As the technology evolves to include robotic enhancements to the human body, the blurring of the line between man and machine triggers a sudden shift in world opinion. In response, the U.N. passes a unilateral ban of further research and development on robotics in 2067. Japan fiercely objects to this ban, but is unable to prevent its passage. In protest, Japan withdrew from international politics and chose to pursue a policy of high-tech national isolation. While only trade continues, Japan disappears from the world scene. 
 
Ten years later, a series of bizarre incidents lead the American technology police agency SWORD to believe that Japan has concealed extensive development of banned technologies through the use of the RACE network. SWORD dispatches a unit of special agents to infiltrate Japan and gather intelligence on the country. Vexille, a veteran agent among the group, uncovers the horrifying truth behind the ten years of isolation.",Movie,"['Avex Entertainment', 'Shogakukan Productions', 'Shochiku', 'TBS', 'Yahoo! Japan', 'Shogakukan']",['Oxybot'],7.01
2747,Tetsuwan Atom,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']","In the year 2003, Professor Tenma is distraught when his son Tobio is killed in a car accident. He loses himself in his latest project, creating Atom, a robot boy programmed to be forever good. 
 
Upset that his Tobio-substitute can never grow up, Tenma sells Atom to Ham Egg, the cruel ringmaster of a robot circus. Atom meets the kindly Professor Ochanomizu, who adopts him, inspires him to become a crusader against evil, and eventually builds him a robot ""sister,"" Uran. 
 
(Source: The Anime Encyclopedia)",TV,['Meiji Seika'],['Mushi Production'],7.25
2749,Heisei Inu Monogatari Bow,"['Adventure', 'Comedy']","Bow is a homeless dog, who enjoys his carefree life. This dog is no super-hero. He drools when he's hungry, he wags his tail when he's happy, and he barks when he's excited, just like an ordinary dog but even uglier and stupider! His dumb innocence often leads to disaster. But somehow people are charmed by him. School children, a lonesome cartoonist, and a gangster family all play an important role in Bow's life. 
 
(Source: ANN)",TV,['Daiichikosho'],['Nippon Animation'],6.87
2751,Miyori no Mori,"['Slice of Life', 'Fantasy', 'Drama']","After being deserted by her parents, 11-year-old Miyori shuts her heart from the rest of the world and denies any form of human relationships. She was entrusted in the care of her grandmother who lives near a forest. Miyori will take a walk in the forest where she felt a strong sense of loneliness in the forest which seems to have nothing. However, she soon encounters unbelievable things and gradually realizes that the forest is more than what it seems... 
 
(Source: ANN)",Special,"['Fuji TV', 'Atelier Musa']",['Nippon Animation'],7.02
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Action', 'Comedy', 'Sports']",The tournament continues.,OVA,['Production I.G'],['M.S.C'],8.05
2753,Ushiro no Shoumen Daare,"['Historical', 'Drama']","Kayoko is a young girl in 1940, just starting first grade. She's a bit of a crybaby, which is no secret to those around her. She loves playing with friends and singing cute schoolyard chants, and occasionally having fun with her three older brothers. Her mother is pregnant, and so she looks forward to being a big sister, only partially understanding the responsibility that might bring. Meanwhile, the war effort is growing, and it`s only the natural thing to do to be patriotic and support the country... 
 
Kayoko goes so far as to contribute her favorite dolly, whose materials could help build explosives. Time passes, and as she grows older, Kayoko sees how the war has affected her life and those around her. Nothing can prepare her for 1945, however, and the bleak times that are soon to come. Based on original creator Kayoko Ebina's real life experience during World War 2 on Showa era. 
 
(Source: ANN)",Movie,"['TV Tokyo', 'Nikkatsu']",['Mushi Production'],7.92
2754,Cleopatra D.C.,"['Action', 'Adventure', 'Sci-Fi']","The Cleopatra Corns Group, aka Cleopatra DC, is a powerful financial conglomerate controlling most of the United States economy, almost as powerful as the US government itself. At the top of the organization is the beautiful, smart and brave Ms. Cleo, the Group's young, talented Chairman. This is good--it means she can handle the repair bill when that airplane crashes into her bedroom. With stolen artifacts, corporate kidnappings, and top-secret cyborg projects gone awry, her luck only gets worse from there.  
 
(Source: ANN)",OVA,"['Toei Video', 'Agent 21']",['J.C.Staff'],6.01
